RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Tenure,NumOfProducts,HasCrCard,IsActiveMember,Exited,AgeGroup,BalanceGroup,SalaryGroup
7929,15640789,Butler,711,France,Male,4,1,1,0,0,31-40,100K-150K,100K-150K
7930,15598892,Bradshaw,828,France,Male,4,2,0,0,0,18-30,50K-100K,150K-200K
7931,15606436,Bergamaschi,500,Spain,Male,7,2,0,0,0,31-40,0-50K,150K-200K
7932,15751227,Ebelegbulam,807,France,Male,1,1,0,0,0,41-50,50K-100K,100K-150K
7933,15812365,Greco,850,France,Male,8,1,1,0,0,31-40,100K-150K,50K-100K
7934,15616088,Lucas,782,France,Female,7,1,0,1,0,60+,50K-100K,100K-150K
7935,15803886,Barber,629,Spain,Male,6,1,1,1,0,31-40,100K-150K,100K-150K
7936,15587311,Dobbs,582,Spain,Male,6,2,0,1,0,31-40,0-50K,50K-100K
7937,15617401,Thomson,468,France,Male,2,2,1,0,0,18-30,0-50K,0-50K
7938,15775886,Su,670,France,Male,3,1,1,0,1,31-40,0-50K,100K-150K
7939,15807305,Watkins,805,France,Male,2,1,0,0,0,31-40,0-50K,150K-200K
7940,15761717,Ch'ien,720,France,Male,10,2,1,0,0,18-30,50K-100K,0-50K
7941,15628008,Monds,781,Spain,Female,6,1,0,0,0,18-30,50K-100K,100K-150K
7942,15583755,McClemans,592,Germany,Male,2,1,1,1,0,31-40,150K-200K,0-50K
7943,15661409,Shen,542,France,Female,1,1,1,1,1,41-50,0-50K,150K-200K
7944,15774250,Gallo,532,France,Male,1,1,1,0,1,41-50,150K-200K,100K-150K
7945,15681476,Foveaux,520,France,Female,1,1,0,1,1,31-40,50K-100K,100K-150K
7946,15654870,Longo,759,France,Female,8,2,1,1,0,41-50,0-50K,50K-100K
7947,15790448,Calabresi,473,France,Female,6,1,1,0,0,31-40,50K-100K,100K-150K
7948,15785326,Randall,639,Spain,Female,5,2,1,0,0,31-40,100K-150K,50K-100K
7949,15592854,Garcia,705,France,Male,3,1,0,1,0,18-30,100K-150K,150K-200K
7950,15617486,Sullivan,530,France,Male,1,1,0,0,1,51-60,100K-150K,100K-150K
7951,15806796,Higgins,516,Germany,Female,10,1,1,1,0,31-40,100K-150K,100K-150K
7952,15644699,Crawford,850,France,Female,0,2,1,0,0,31-40,0-50K,0-50K
7953,15622305,Martin,746,Germany,Female,2,2,1,1,0,31-40,100K-150K,100K-150K
7954,15608209,Currey,622,Germany,Male,3,2,1,0,0,31-40,50K-100K,0-50K
7955,15626898,Teng,743,France,Male,7,1,0,0,0,18-30,50K-100K,100K-150K
7956,15644297,Austin,732,Germany,Male,5,1,1,1,0,31-40,150K-200K,150K-200K
7957,15731569,Hudson,850,France,Male,5,2,1,1,0,60+,0-50K,0-50K
7958,15582149,Ts'ui,850,Germany,Female,3,2,1,1,0,31-40,100K-150K,50K-100K
7959,15802483,Hancock,686,France,Male,6,2,1,1,0,31-40,100K-150K,50K-100K
7960,15686999,Nicholas,556,France,Female,8,2,1,0,0,31-40,0-50K,50K-100K
7961,15772479,Napolitano,673,France,Male,4,2,0,0,0,31-40,0-50K,150K-200K
7962,15778884,Jamieson,809,France,Female,2,2,1,1,0,31-40,150K-200K,150K-200K
7963,15623630,Foster,634,Germany,Female,3,1,0,1,1,51-60,100K-150K,0-50K
7964,15774316,Moretti,630,France,Male,6,2,1,1,0,31-40,0-50K,50K-100K
7965,15695097,Chiedozie,564,Germany,Female,0,2,0,0,0,18-30,100K-150K,100K-150K
7966,15645404,Okwukwe,625,France,Female,4,2,1,0,1,51-60,100K-150K,50K-100K
7967,15750574,Lumholtz,677,Spain,Female,4,2,1,1,0,31-40,0-50K,0-50K
7968,15636812,Rose,583,France,Male,9,1,0,0,0,31-40,100K-150K,0-50K
7969,15712068,Wan,592,Spain,Male,8,1,0,1,0,41-50,50K-100K,50K-100K
7970,15652030,De Bernales,637,Germany,Male,2,1,1,0,1,41-50,100K-150K,150K-200K
7971,15577398,Ch'eng,850,France,Male,6,1,1,1,0,18-30,50K-100K,150K-200K
7972,15756848,Edmondson,633,Spain,Male,10,1,0,1,0,41-50,0-50K,50K-100K
7973,15806929,Ch'ien,751,Germany,Male,5,1,1,1,0,31-40,50K-100K,50K-100K
7974,15656005,Millar,592,Germany,Male,7,1,1,0,0,31-40,100K-150K,50K-100K
7975,15722632,Dickson,716,Germany,Male,2,1,1,1,1,41-50,100K-150K,0-50K
7976,15794356,Toscani,641,Germany,Male,3,2,1,1,0,41-50,100K-150K,150K-200K
7977,15659656,Pan,849,France,Male,4,1,0,0,0,31-40,100K-150K,100K-150K
7978,15588341,Chigozie,647,Spain,Male,10,1,0,1,0,41-50,50K-100K,50K-100K
7979,15709142,Sagese,608,Germany,Female,2,2,1,0,0,18-30,50K-100K,100K-150K
7980,15627042,Reilly,555,France,Female,7,2,1,0,0,18-30,0-50K,50K-100K
7981,15627517,Taylor,497,Spain,Male,7,1,0,0,0,18-30,100K-150K,150K-200K
7982,15803032,Yen,599,Germany,Male,9,1,0,0,0,31-40,50K-100K,150K-200K
7983,15665129,Kapustin,545,Germany,Male,1,2,0,1,0,31-40,100K-150K,100K-150K
7984,15628272,Singh,774,France,Female,9,1,1,0,0,31-40,100K-150K,50K-100K
7985,15678206,Yeh,464,France,Male,6,1,1,0,0,41-50,150K-200K,150K-200K
7986,15678427,Genovese,696,Germany,Female,2,2,1,1,0,18-30,50K-100K,0-50K
7987,15678067,Boyle,667,Spain,Male,3,2,0,0,0,41-50,0-50K,150K-200K
7988,15793331,Blair,812,France,Male,5,2,1,0,0,31-40,100K-150K,50K-100K
7989,15699532,Okagbue,516,France,Male,8,2,0,1,0,51-60,100K-150K,150K-200K
7990,15605827,Khan,645,France,Male,8,2,0,0,0,31-40,0-50K,50K-100K
7991,15643635,Robertson,664,Spain,Male,5,1,0,0,0,31-40,100K-150K,100K-150K
7992,15787710,Tikhonov,427,Spain,Female,9,2,1,0,0,31-40,0-50K,0-50K
7993,15614137,MacDonald,685,France,Female,7,2,1,0,0,31-40,0-50K,100K-150K
7994,15754494,Ah Mouy,585,France,Female,4,1,1,0,0,31-40,150K-200K,50K-100K
7995,15713440,Barese,519,Germany,Female,1,3,1,1,1,18-30,150K-200K,150K-200K
7996,15803479,Winter-Irving,708,France,Female,1,2,0,1,0,60+,0-50K,0-50K
7997,15709639,Wilson,717,France,Female,5,1,1,1,0,18-30,100K-150K,50K-100K
7998,15601719,Fiorentino,465,Germany,Male,6,1,1,0,0,18-30,150K-200K,150K-200K
7999,15772482,Iloerika,829,Germany,Male,3,3,1,0,1,18-30,100K-150K,100K-150K
8000,15591489,Davison,826,France,Male,5,1,0,0,0,18-30,100K-150K,50K-100K
8001,15629002,Hamilton,747,Germany,Male,8,2,1,1,0,31-40,100K-150K,150K-200K
8002,15798053,Nnachetam,707,Spain,Male,9,2,1,0,0,31-40,0-50K,100K-150K
8003,15753895,Blue,590,Spain,Male,1,2,0,0,0,31-40,0-50K,100K-150K
8004,15595426,Madukwe,603,Spain,Male,6,2,1,1,1,51-60,100K-150K,50K-100K
8005,15645815,Mills,615,France,Male,5,2,1,1,0,41-50,0-50K,150K-200K
8006,15632848,Ferrari,634,France,Female,1,1,1,0,0,31-40,50K-100K,100K-150K
8007,15703068,Nixon,716,Germany,Male,8,2,1,1,0,41-50,100K-150K,100K-150K
8008,15791513,Manfrin,647,France,Male,4,1,1,1,1,41-50,100K-150K,100K-150K
8009,15587210,McCartney,591,Germany,Female,10,1,1,0,0,41-50,100K-150K,0-50K
8010,15793803,Robinson,574,France,Male,1,1,0,0,0,31-40,100K-150K,150K-200K
8011,15787756,Nkemdirim,467,Germany,Male,10,2,1,0,1,51-60,100K-150K,150K-200K
8012,15723437,Sal,701,France,Female,2,2,1,1,0,31-40,0-50K,50K-100K
8013,15702715,Kao,747,France,Female,10,2,1,1,0,31-40,0-50K,50K-100K
8014,15809872,Ikechukwu,650,France,Male,2,1,1,0,0,31-40,50K-100K,150K-200K
8015,15644295,Hargreaves,731,Spain,Female,2,1,1,1,0,31-40,100K-150K,50K-100K
8016,15778694,Sievier,638,Germany,Female,1,2,1,1,0,18-30,100K-150K,0-50K
8017,15759555,Murphy,569,Spain,Male,2,2,1,0,0,41-50,0-50K,100K-150K
8018,15631406,Munro,459,Germany,Male,5,1,1,0,0,41-50,100K-150K,150K-200K
8019,15616676,Donnelly,632,Germany,Male,3,1,1,0,1,18-30,100K-150K,100K-150K
8020,15771154,North,683,France,Female,8,2,1,1,0,60+,100K-150K,100K-150K
8021,15669491,Cruz,850,France,Female,2,1,1,1,0,41-50,150K-200K,0-50K
8022,15697691,Sinclair,512,France,Female,6,1,1,1,0,41-50,0-50K,100K-150K
8023,15665180,Vasiliev,616,France,Female,3,1,1,0,1,31-40,100K-150K,50K-100K
8024,15752588,Vasilyeva,664,France,Male,1,2,1,1,0,31-40,0-50K,50K-100K
8025,15743051,Hamilton,694,France,Male,10,1,1,1,0,18-30,100K-150K,0-50K
8026,15571873,Sung,655,France,Male,9,1,1,1,0,18-30,100K-150K,50K-100K
8027,15679743,Genovesi,607,France,Female,8,1,0,1,0,31-40,50K-100K,100K-150K
8028,15769412,Atkinson,684,Spain,Male,4,2,0,0,1,31-40,200K+,150K-200K
8029,15775124,Watterston,763,Spain,Male,8,2,1,1,0,31-40,0-50K,0-50K
8030,15732113,Butters,671,Spain,Male,8,1,0,1,0,41-50,0-50K,0-50K
8031,15578141,Chien,592,Spain,Male,3,1,1,1,1,31-40,0-50K,0-50K
8032,15595874,Gorbunova,666,Spain,Female,6,2,1,0,0,31-40,0-50K,150K-200K
8033,15755642,Bulgakov,667,France,Male,5,2,1,1,0,31-40,0-50K,100K-150K
8034,15576526,Steele,850,Spain,Male,6,2,0,1,0,31-40,0-50K,0-50K
8035,15792489,Polyakova,622,Spain,Male,9,2,1,0,0,41-50,0-50K,100K-150K
8036,15733705,Bull,577,France,Female,8,2,0,1,0,18-30,50K-100K,100K-150K
8037,15807221,Weaver,555,Spain,Male,1,2,0,0,0,18-30,0-50K,100K-150K
8038,15573045,Earl,547,France,Male,10,2,1,1,0,60+,100K-150K,50K-100K
8039,15756824,Giordano,613,Germany,Female,5,2,1,0,0,41-50,100K-150K,0-50K
8040,15773520,Begg,672,France,Female,4,2,1,1,0,41-50,50K-100K,150K-200K
8041,15627439,Pickering,624,Spain,Female,10,2,0,1,0,31-40,0-50K,150K-200K
8042,15701439,Fanucci,698,Spain,Female,1,4,1,0,1,41-50,0-50K,50K-100K
8043,15785352,Chang,606,France,Male,6,1,0,0,1,31-40,50K-100K,150K-200K
8044,15616525,Sopuluchi,720,Spain,Male,4,1,0,0,0,31-40,100K-150K,100K-150K
8045,15717489,Martin,835,France,Male,9,1,1,0,1,18-30,0-50K,0-50K
8046,15795737,McNaughtan,771,Spain,Female,3,2,1,1,0,41-50,50K-100K,100K-150K
8047,15693877,Stewart,811,France,Female,3,2,0,0,0,41-50,100K-150K,150K-200K
8048,15576111,Reagan,734,Germany,Male,5,1,1,0,0,31-40,100K-150K,50K-100K
8049,15595713,Heller,548,Spain,Male,6,1,1,1,0,31-40,0-50K,0-50K
8050,15808868,Nwokeocha,652,France,Female,3,3,0,0,1,31-40,100K-150K,150K-200K
8051,15708193,Liu,707,France,Male,2,2,0,0,0,31-40,0-50K,100K-150K
8052,15697801,Sokolova,605,Germany,Female,1,2,1,1,1,51-60,50K-100K,50K-100K
8053,15770121,Bancroft,623,France,Female,9,1,1,0,0,31-40,0-50K,0-50K
8054,15800524,Nnanna,686,Germany,Male,3,1,1,0,0,18-30,150K-200K,50K-100K
8055,15686236,Trevisani,525,Germany,Female,1,1,1,0,1,41-50,100K-150K,50K-100K
8056,15659807,Nwachinemelu,657,Spain,Male,8,1,1,1,0,41-50,100K-150K,50K-100K
8057,15736078,Ting,730,Germany,Female,7,1,1,0,1,31-40,100K-150K,0-50K
8058,15620836,Lo Duca,816,Germany,Female,2,2,1,0,0,31-40,100K-150K,100K-150K
8059,15698184,Marshall,484,France,Female,2,2,0,0,0,41-50,50K-100K,0-50K
8060,15717643,Band,728,France,Female,6,2,1,1,0,31-40,50K-100K,0-50K
8061,15776596,Ferri,730,Spain,Female,6,1,1,0,1,31-40,100K-150K,150K-200K
8062,15814757,Carter,477,Spain,Male,9,2,0,1,0,31-40,0-50K,150K-200K
8063,15812607,Wilson,663,Germany,Female,6,1,1,1,1,41-50,50K-100K,0-50K
8064,15663888,Connor,549,Germany,Male,6,2,1,0,0,31-40,200K+,100K-150K
8065,15748882,Reid,714,Spain,Male,9,2,1,0,0,18-30,0-50K,100K-150K
8066,15690829,Sandefur,430,Germany,Male,3,1,1,0,1,41-50,100K-150K,100K-150K
8067,15695819,Bidwill,504,Germany,Male,5,2,1,0,0,41-50,100K-150K,150K-200K
8068,15696834,Cone,530,France,Female,5,2,0,0,0,18-30,0-50K,100K-150K
8069,15797710,Saunders,619,Germany,Male,4,1,0,1,0,18-30,50K-100K,100K-150K
8070,15700654,Liardet,617,Germany,Male,9,2,1,0,0,41-50,0-50K,50K-100K
8071,15583764,Wilkes,791,Germany,Male,1,1,0,0,0,31-40,100K-150K,50K-100K
8072,15688849,Martin,609,France,Male,1,3,1,1,1,41-50,100K-150K,150K-200K
8073,15661473,Boni,780,Germany,Male,4,1,1,0,1,51-60,100K-150K,150K-200K
8074,15601030,Patel,777,Germany,Female,5,1,1,1,0,31-40,50K-100K,150K-200K
8075,15789557,Howell-Price,817,Germany,Female,7,1,1,1,0,18-30,100K-150K,50K-100K
8076,15745250,Simpson,850,France,Male,8,1,0,0,1,51-60,150K-200K,0-50K
8077,15590349,Rowland,732,France,Female,9,1,0,0,1,31-40,0-50K,0-50K
8078,15741693,Barnard,693,France,Male,4,1,1,1,0,31-40,100K-150K,100K-150K
8079,15618446,Nnonso,576,France,Female,8,2,1,1,0,41-50,0-50K,50K-100K
8080,15766552,Rossi,643,France,Male,6,2,0,0,0,31-40,0-50K,100K-150K
8081,15668775,Pendred,757,France,Male,3,1,1,0,0,41-50,100K-150K,100K-150K
8082,15757895,Martin,569,Germany,Male,6,1,0,1,0,18-30,100K-150K,0-50K
8083,15774551,K?,772,Spain,Male,3,1,1,1,0,31-40,100K-150K,150K-200K
8084,15684011,Miller,576,Germany,Male,7,1,0,1,0,18-30,100K-150K,150K-200K
8085,15736146,Afamefula,608,Germany,Male,4,1,1,1,0,18-30,50K-100K,0-50K
8086,15656286,Sims,794,France,Male,0,2,0,0,0,31-40,0-50K,150K-200K
8087,15774847,Knight,593,France,Male,6,1,0,0,0,41-50,150K-200K,0-50K
8088,15619340,Obijiaku,597,Spain,Male,1,2,1,0,0,31-40,0-50K,0-50K
8089,15815656,Hopkins,541,Germany,Female,9,1,1,1,1,31-40,100K-150K,150K-200K
8090,15623357,Onio,692,Germany,Male,2,1,0,1,0,18-30,100K-150K,150K-200K
8091,15601324,Black,697,France,Female,1,2,1,1,0,41-50,0-50K,50K-100K
8092,15715510,Eluemuno,768,France,Male,2,2,1,1,0,18-30,50K-100K,50K-100K
8093,15663770,Doyle,802,France,Male,1,1,1,1,0,31-40,100K-150K,150K-200K
8094,15779267,Onyemere,584,France,Male,5,2,1,0,0,41-50,0-50K,50K-100K
8095,15597957,Rahman,614,Spain,Male,2,2,0,1,0,60+,0-50K,150K-200K
8096,15584620,Su,850,Germany,Female,6,1,1,0,1,31-40,100K-150K,0-50K
8097,15750772,Walker,671,France,Female,6,1,0,1,0,31-40,100K-150K,50K-100K
8098,15706557,Ferguson,626,France,Female,0,2,1,0,1,51-60,0-50K,0-50K
8099,15594391,Samaniego,770,France,Female,2,1,0,0,1,60+,150K-200K,150K-200K
8100,15661656,Onwumelu,633,France,Male,2,2,1,1,0,31-40,50K-100K,100K-150K
8101,15631217,Young,663,France,Male,6,1,0,1,0,31-40,150K-200K,0-50K
8102,15588955,Mazzi,581,Germany,Female,5,3,1,0,1,41-50,50K-100K,100K-150K
8103,15758252,Toscano,561,Germany,Female,2,2,0,1,0,41-50,150K-200K,100K-150K
8104,15740223,Walton,479,Germany,Male,1,3,1,0,1,51-60,100K-150K,50K-100K
8105,15805413,Chiang,769,France,Female,6,2,1,0,0,31-40,100K-150K,100K-150K
8106,15635116,Burgos,659,Spain,Male,2,1,1,0,1,51-60,0-50K,150K-200K
8107,15764892,Spinelli,590,Spain,Female,10,2,1,1,0,51-60,50K-100K,150K-200K
8108,15795936,Lung,560,France,Male,3,2,1,0,0,41-50,0-50K,50K-100K
8109,15655232,Noble,437,Germany,Male,6,2,1,1,0,31-40,100K-150K,150K-200K
8110,15640133,Pai,661,France,Female,0,2,1,0,0,31-40,0-50K,150K-200K
8111,15751524,Chigozie,677,Germany,Female,10,1,1,0,0,31-40,50K-100K,0-50K
8112,15670552,Peavy,560,France,Female,3,1,1,0,0,31-40,100K-150K,0-50K
8113,15623966,Yermakov,578,France,Female,2,2,0,1,0,31-40,0-50K,0-50K
8114,15752193,Burton,421,Spain,Male,6,1,1,1,0,31-40,50K-100K,0-50K
8115,15607269,Costa,492,Germany,Female,2,2,1,1,0,41-50,150K-200K,150K-200K
8116,15700752,Pugliesi,545,France,Female,6,2,1,1,0,31-40,0-50K,50K-100K
8117,15777901,Lindell,640,Germany,Female,9,1,1,0,1,41-50,50K-100K,150K-200K
8118,15639117,Sorenson,624,Spain,Female,6,1,1,0,1,31-40,0-50K,0-50K
8119,15720203,Arcuri,577,Spain,Male,7,1,1,0,0,18-30,0-50K,100K-150K
8120,15586236,Banks,704,France,Male,5,3,1,1,1,31-40,100K-150K,50K-100K
8121,15676645,Parry,523,France,Male,5,2,1,1,0,41-50,0-50K,100K-150K
8122,15715988,Cockett,793,France,Male,2,2,1,1,0,31-40,0-50K,50K-100K
8123,15603749,Galkina,564,France,Female,2,1,1,1,1,51-60,0-50K,0-50K
8124,15608956,Su,711,France,Male,1,1,0,0,0,31-40,0-50K,0-50K
8125,15733872,Marino,791,Germany,Female,10,2,0,0,1,31-40,100K-150K,50K-100K
8126,15666982,Spears,629,Germany,Female,9,1,1,0,0,31-40,100K-150K,50K-100K
8127,15602647,Cunningham,729,Germany,Male,6,1,1,1,1,31-40,100K-150K,150K-200K
8128,15623063,Taylor,651,Germany,Male,8,1,1,0,1,31-40,100K-150K,100K-150K
8129,15682928,Chiazagomekpere,695,Spain,Male,4,1,1,1,0,31-40,50K-100K,0-50K
8130,15729246,Hardacre,847,Spain,Male,5,2,1,1,0,31-40,0-50K,50K-100K
8131,15588928,Maslow,704,France,Male,5,2,1,1,0,41-50,0-50K,100K-150K
8132,15803352,Scott,613,Germany,Male,3,2,1,1,0,31-40,150K-200K,50K-100K
8133,15607485,Wakelin,692,Spain,Female,4,2,0,0,0,18-30,0-50K,100K-150K
8134,15656249,Esposito,720,France,Female,3,2,1,1,0,31-40,100K-150K,100K-150K
8135,15761783,Shah,577,France,Male,6,1,1,1,0,41-50,0-50K,150K-200K
8136,15716605,Chukwufumnanya,710,Germany,Female,7,2,1,0,0,18-30,100K-150K,150K-200K
8137,15757425,Fleming,716,France,Female,1,2,1,1,0,31-40,0-50K,50K-100K
8138,15603096,Lori,410,France,Male,6,1,0,0,1,31-40,100K-150K,50K-100K
8139,15588580,Kennedy,584,Germany,Female,4,1,1,1,0,31-40,100K-150K,50K-100K
8140,15770539,Walters,792,France,Male,1,1,1,1,0,18-30,100K-150K,100K-150K
8141,15572022,Han,605,France,Female,6,1,0,1,0,31-40,0-50K,0-50K
8142,15571843,Lawrence,486,Spain,Male,1,1,1,0,0,18-30,0-50K,50K-100K
8143,15752502,Cooke,615,France,Male,4,1,0,1,0,41-50,100K-150K,100K-150K
8144,15609058,Wan,676,France,Male,1,1,0,1,0,18-30,100K-150K,100K-150K
8145,15775108,Lo Duca,571,France,Male,1,2,0,1,0,31-40,50K-100K,150K-200K
8146,15708904,Yermakova,850,France,Female,9,1,0,0,0,31-40,0-50K,100K-150K
8147,15600086,Combs,717,France,Male,7,1,1,1,0,41-50,100K-150K,150K-200K
8148,15814675,Chien,642,Germany,Female,8,1,1,0,1,31-40,100K-150K,50K-100K
8149,15572777,Meng,780,Spain,Male,7,1,1,1,0,41-50,50K-100K,0-50K
8150,15585106,Calabresi,492,Germany,Female,8,2,1,0,0,31-40,50K-100K,150K-200K
8151,15738936,Stevenson,760,Germany,Male,5,2,0,1,0,18-30,100K-150K,50K-100K
8152,15750970,Davidson,500,Spain,Male,1,1,1,1,0,31-40,50K-100K,150K-200K
8153,15725772,Ch'in,654,Spain,Female,2,2,1,1,0,31-40,0-50K,100K-150K
8154,15692106,Rose,606,Spain,Female,3,3,1,0,1,18-30,100K-150K,0-50K
8155,15791533,Ch'ien,367,Spain,Male,6,1,1,0,1,41-50,50K-100K,150K-200K
8156,15715715,Artyomova,799,Spain,Male,2,2,1,1,0,31-40,0-50K,50K-100K
8157,15785576,Mayrhofer,434,Germany,Male,9,1,1,0,0,60+,100K-150K,100K-150K
8158,15798834,Yefremov,719,Spain,Female,7,1,0,0,0,31-40,0-50K,50K-100K
8159,15744127,Kosovich,641,France,Female,2,2,1,0,0,31-40,0-50K,0-50K
8160,15637427,Lu,461,Spain,Female,6,2,1,1,0,18-30,0-50K,0-50K
8161,15576990,Taplin,790,Germany,Female,5,1,1,0,0,18-30,150K-200K,50K-100K
8162,15615352,Ebelechukwu,588,France,Male,4,2,0,1,0,31-40,50K-100K,0-50K
8163,15647333,Fleming,621,France,Male,4,1,1,0,0,18-30,100K-150K,0-50K
8164,15572050,Yefimov,768,Germany,Male,3,1,1,1,1,41-50,100K-150K,0-50K
8165,15581370,Andreyeva,681,Spain,Male,2,2,1,0,0,31-40,50K-100K,0-50K
8166,15813503,Pickering,606,Spain,Male,8,2,1,0,0,31-40,150K-200K,50K-100K
8167,15769783,Allan,542,Spain,Male,8,1,1,1,0,31-40,0-50K,0-50K
8168,15793135,Wang,713,Germany,Female,7,1,1,1,0,18-30,100K-150K,100K-150K
8169,15599182,Reynolds,597,Spain,Female,2,2,1,1,0,31-40,0-50K,0-50K
8170,15689517,Hales,635,France,Male,3,1,1,0,0,18-30,100K-150K,150K-200K
8171,15641366,Y?an,599,Germany,Male,1,1,0,1,1,60+,100K-150K,50K-100K
8172,15588859,Rowley,496,Spain,Female,0,2,1,0,1,41-50,150K-200K,0-50K
8173,15732293,Chia,759,Spain,Male,8,2,1,1,0,31-40,0-50K,50K-100K
8174,15568032,Moore,757,Germany,Male,1,3,1,0,0,31-40,100K-150K,150K-200K
8175,15623525,Copeland,564,Spain,Male,0,1,1,1,0,31-40,100K-150K,50K-100K
8176,15606601,Rishel,561,France,Female,6,2,1,0,0,18-30,150K-200K,50K-100K
8177,15800811,Wan,702,France,Male,3,1,0,1,0,31-40,100K-150K,100K-150K
8178,15610711,Eluemuno,678,Germany,Female,8,1,0,0,0,31-40,100K-150K,150K-200K
8179,15809654,Hsia,707,France,Female,7,2,1,1,0,41-50,100K-150K,100K-150K
8180,15576077,Kelly,610,France,Female,9,1,0,1,0,18-30,150K-200K,100K-150K
8181,15643378,Muir,744,France,Male,1,1,1,1,0,41-50,100K-150K,50K-100K
8182,15566790,McIntyre,598,France,Male,8,2,0,1,0,18-30,100K-150K,0-50K
8183,15774402,Donaldson,562,Spain,Male,5,1,0,1,0,31-40,0-50K,150K-200K
8184,15694641,Wright,621,Spain,Female,2,2,1,1,0,51-60,0-50K,150K-200K
8185,15605916,Uvarova,659,France,Female,3,1,1,0,1,41-50,0-50K,150K-200K
8186,15812356,Doherty,722,Germany,Female,6,2,0,1,0,31-40,50K-100K,150K-200K
8187,15644179,Allen,606,France,Female,3,2,1,0,1,31-40,0-50K,50K-100K
8188,15771674,Ma,603,Spain,Female,5,2,1,0,0,31-40,150K-200K,50K-100K
8189,15623314,Tucker,506,Germany,Female,3,1,1,0,0,51-60,150K-200K,50K-100K
8190,15613292,Ch'eng,715,France,Male,8,2,1,0,0,18-30,0-50K,50K-100K
8191,15813871,Hs?,690,France,Male,2,2,1,0,0,41-50,0-50K,150K-200K
8192,15759480,H?,644,France,Female,10,1,1,1,0,31-40,100K-150K,0-50K
8193,15587712,Chimaijem,589,France,Male,8,1,1,0,0,31-40,100K-150K,0-50K
8194,15671165,Esomchi,592,France,Female,5,1,1,1,0,60+,100K-150K,50K-100K
8195,15620746,Lorenzo,632,France,Male,4,1,1,0,0,41-50,100K-150K,100K-150K
8196,15706537,Pirogov,577,Germany,Female,7,1,0,1,0,51-60,100K-150K,150K-200K
8197,15589312,Larkin,588,France,Male,3,1,0,0,0,18-30,100K-150K,150K-200K
8198,15741180,Eddy,617,France,Male,6,1,1,1,0,51-60,100K-150K,0-50K
8199,15733888,Sells,668,Spain,Female,3,1,1,0,1,31-40,100K-150K,150K-200K
8200,15798532,Crawford,810,France,Male,9,2,0,1,0,31-40,100K-150K,50K-100K
8201,15577359,Bezrukov,767,Spain,Male,5,1,1,0,1,41-50,0-50K,100K-150K
8202,15614936,Mancini,718,Spain,Female,10,1,0,1,0,41-50,50K-100K,0-50K
8203,15747647,Iadanza,589,Spain,Female,4,2,1,0,0,18-30,0-50K,100K-150K
8204,15588566,Wilkinson,778,Spain,Male,5,2,1,1,0,31-40,100K-150K,0-50K
8205,15570141,P'eng,724,France,Female,3,1,1,0,0,31-40,100K-150K,50K-100K
8206,15800793,St Clair,477,Germany,Female,4,1,1,0,0,31-40,150K-200K,150K-200K
8207,15572415,Preston,580,France,Male,6,2,1,1,0,31-40,0-50K,150K-200K
8208,15635125,Findlay,566,Spain,Male,2,2,1,1,0,60+,100K-150K,50K-100K
8209,15636551,Nixon,711,France,Female,3,2,1,0,0,18-30,100K-150K,0-50K
8210,15600912,Gorshkov,706,Germany,Male,5,2,1,1,0,31-40,50K-100K,100K-150K
8211,15768476,Chukwubuikem,703,Spain,Male,6,2,1,1,0,31-40,0-50K,50K-100K
8212,15650266,Medvedeva,679,Germany,Male,2,2,1,1,0,31-40,100K-150K,150K-200K
8213,15621004,Chukwuhaenye,603,France,Male,7,1,1,0,1,31-40,0-50K,150K-200K
8214,15748352,Endrizzi,598,Spain,Male,0,1,0,1,0,31-40,100K-150K,0-50K
8215,15788920,Ch'ang,836,Germany,Female,4,2,1,0,0,31-40,100K-150K,50K-100K
8216,15743236,Piccio,687,France,Female,7,1,1,0,1,60+,50K-100K,100K-150K
8217,15637717,Lockington,704,Germany,Male,4,2,1,1,0,41-50,100K-150K,0-50K
8218,15635500,Seleznyov,605,Germany,Male,2,1,0,1,0,60+,50K-100K,150K-200K
8219,15634792,Weston,516,France,Female,9,2,0,1,0,31-40,0-50K,0-50K
8220,15607560,Groom,572,France,Female,2,2,1,1,0,31-40,0-50K,0-50K
8221,15727177,Manfrin,557,France,Male,6,1,1,0,1,41-50,150K-200K,150K-200K
8222,15774358,Robertson,443,Germany,Male,4,1,1,0,1,51-60,100K-150K,50K-100K
8223,15791304,Ch'ang,604,Germany,Male,7,1,1,1,0,18-30,150K-200K,0-50K
8224,15603328,Lucchesi,483,France,Male,1,1,1,1,0,18-30,50K-100K,0-50K
8225,15804937,Cambage,702,France,Male,3,2,0,0,0,41-50,0-50K,50K-100K
8226,15804142,Tan,670,Spain,Female,3,2,1,0,1,51-60,150K-200K,50K-100K
8227,15608845,Tao,804,Spain,Female,3,1,1,0,0,31-40,100K-150K,50K-100K
8228,15702434,Hsieh,850,France,Female,3,2,1,0,0,18-30,0-50K,100K-150K
8229,15632609,Burdekin,554,France,Female,10,1,1,0,0,31-40,150K-200K,0-50K
8230,15603550,Longo,588,Germany,Female,7,2,1,0,0,31-40,50K-100K,100K-150K
8231,15755239,Maughan,758,Germany,Male,4,2,1,1,0,31-40,150K-200K,100K-150K
8232,15670528,Franz,787,Germany,Male,0,1,1,0,1,41-50,100K-150K,0-50K
